query_table,query_value,candidate_table,candidate_value
race_left,thoroughbred stakes,race_right,british champions fillies & mares stakes
shoppingmall_left,"northwoods mall (peoria, illinois)",shoppingmall_right,great northern mall (ohio)
governmentagency_left,"ministry of community development, youth and sports",governmentagency_right,"ministry of information, youth, culture and sports"
soccerleague_left,south yorkshire amateur football league,soccerleague_right,south yorkshire amateur league
governmentagency_left,california office of real estate appraisers,governmentagency_right,california bureau of real estate
noble_left,"philip ii, margrave of baden-baden",noble_right,"bernhard ii, margrave of baden-baden"
clericaladministrativeregion_left,diocese of zululand,clericaladministrativeregion_right,anglican diocese of pretoria
naturalevent_left,2006 banda sea earthquake,naturalevent_right,2006 pangandaran earthquake and tsunami
memberofparliament_left,brian o'malley,memberofparliament_right,brian kevin o'malley
country_left,xin dynasty,country_right,liu song dynasty
artwork_left,madonna della tenda,artwork_right,madonna of foligno
wrestler_left,"chavo guerrero, sr.",wrestler_right,guerrero maya jr.
soccerleague_left,southern football league,soccerleague_right,southern counties east football league
noble_left,"philip v, count of hanau-lichtenberg",noble_right,"philipp iv, count of hanau-lichtenberg"
legislature_left,national assembly (niger),legislature_right,national assembly of niger
galaxy_left,ngc 6251,galaxy_right,ngc 1265
televisionstation_left,itv4,televisionstation_right,itv1 hd
memberofparliament_left,ian davidson (british politician),memberofparliament_right,gordon davidson (australian politician)
device_left,47 mm anti-tank gun model 1931,device_right,47 mm model 1931 anti-tank gun
tennistournament_left,2011 challenger banque nationale de granby,tennistournament_right,2010 challenger banque nationale de rimouski
footballleagueseason_left,2001 j. league division 2,footballleagueseason_right,2000 j.league division 2
monarch_left,yahya ibn muhammad,monarch_right,lashkari ibn muhammad
soccerclubseason_left,2006 australia national football team season,soccerclubseason_right,2009 australia national soccer team season
monarch_left,khosrau iv,monarch_right,khosrow iv
railwayline_left,"line 6, shanghai metro",railwayline_right,"line 2, shenzhen metro"
stadium_left,nuevo estadio de malabo,stadium_right,estadio municipal da malata
soccertournament_left,1998 uefa european under-16 football championship,soccertournament_right,1998 uefa european under-21 championship
magazine_left,open magazine,magazine_right,word magazine
soccertournament_left,2012 afc u-19 championship,soccertournament_right,2013 afc u-22 championship
railwayline_left,"line 6, shanghai metro",railwayline_right,"line 1, shenzhen metro"
governmentagency_left,national bureau of statistics of the people's republic of china,governmentagency_right,national bureau of statistics of china
soccertournament_left,1972 ncaa division ii men's soccer championship,soccertournament_right,1972 ncaa university division men's soccer championship
legislature_left,council of states (switzerland),legislature_right,council of states of switzerland
election_left,"indian general election in gujarat, 2009",election_right,"indian general election, 2009 (gujarat)"
politicalparty_left,meghalaya pradesh congress committee,politicalparty_right,chhattisgarh pradesh congress committee
memberofparliament_left,david thomson (politician born 1856),memberofparliament_right,david thomson (labor party politician)
memberofparliament_left,rajen prasad,memberofparliament_right,perumal rajadurai
monarch_left,artabanus v (of parthia),monarch_right,artabanus iii of parthia
case_left,communist party v. subversive activities control board,case_right,communist party of the united states v. subversive activities control board
country_left,zhou dynasty,country_right,qin dynasty
tennistournament_left,2011 challenger banque nationale de granby,tennistournament_right,2012 challenger banque nationale de saguenay
tournament_left,2009 uefa european under-17 football championship,tournament_right,2009 uefa european under-19 championship
artificialsatellite_left,usa-206,artificialsatellite_right,usa-242
unitofwork_left,edmonson v. leesville concrete company,unitofwork_right,edmonson v. leesville concrete co.
soccertournament_left,1992 uefa european under-18 football championship,soccertournament_right,1992 uefa european under-18 championship
motorsportseason_left,2008 european touring car cup,motorsportseason_right,2013 european touring car cup
tournament_left,1988 uefa european under-18 football championship,tournament_right,1990 uefa european under-21 championship
ethnicgroup_left,palestinian people,ethnicgroup_right,palestinians
device_left,zastava m80,device_right,zastava m48
shoppingmall_left,acadiana mall,shoppingmall_right,mall of acadiana
ncaateamseason_left,1912 lsu tigers football team,ncaateamseason_right,1894 lsu football team
election_left,"indian general election in national capital territory of delhi, 2009",election_right,"indian general election, 2009 (delhi)"
noble_left,"hugh iii, count of burgundy",noble_right,"hugh, count of burgundy"
memberofparliament_left,fred daly (australian politician),memberofparliament_right,fred daly (politician)
museum_left,canberra railway museum,museum_right,australian railway historical society museum
christianbishop_left,john ii (bishop of rochester),christianbishop_right,walter (bishop of rochester)
soccerleague_left,swedish football division 1,soccerleague_right,swedish football division 1
ethnicgroup_left,greek american,ethnicgroup_right,greek americans
magazine_left,pc life,magazine_right,pcworld (magazine)
enzyme_left,glycerol-3-phosphate dehydrogenase (nad+),enzyme_right,sn-glycerol-1-phosphate dehydrogenase
clericaladministrativeregion_left,anglican diocese of new westminster,clericaladministrativeregion_right,diocese of new westminster
givenname_left,jun (given name),givenname_right,junichi
sportfacility_left,red lodge mountain resort,sportfacility_right,red lodge mountain
unitofwork_left,illinois central railroad v. illinois,unitofwork_right,illinois central railroad co. v. illinois
footballmatch_left,2001 international rules series,footballmatch_right,2002 international rules series
naturalevent_left,1980 el asnam earthquake,naturalevent_right,1980 oaxaca earthquake
shoppingmall_left,st. david's (cardiff),shoppingmall_right,"st david's, cardiff"
footballmatch_left,1992 albanian supercup,footballmatch_right,2012 albanian supercup
wrestler_left,"blue demon, jr.",wrestler_right,blue demon jr.
ethnicgroup_left,cornish australian,ethnicgroup_right,cornish australians
song_left,mr. moonlight (song),song_right,moonlight bay
unitofwork_left,"warner-jenkinson company, inc. v. hilton davis chemical co.",unitofwork_right,warner-jenkinson co. v. hilton davis chemical co.
race_left,hollywood turf cup stakes,race_right,turf sprint stakes
sportsleague_left,third macedonian football league,sportsleague_right,macedonian third football league
televisionstation_left,siyatha tv,televisionstation_right,sahar tv
venue_left,studio theatre (sheffield),venue_right,studio theatre (brighton)
venue_left,orpheum theatre (boston),venue_right,orpheum theatre (minneapolis)
historicbuilding_left,cathedral basilica of christ the king (hamilton),historicbuilding_right,cathedral of christ the king (hamilton)
stadium_left,estadio ruta de la plata,stadium_right,estadio la rosaleda
tennistournament_left,1998 bell challenge,tennistournament_right,2010 challenge bell
soccerleague_left,kenyan provincial league,soccerleague_right,kenyan district leagues
artificialsatellite_left,dragon c2+,artificialsatellite_right,dragon c3
noble_left,"jacques-nompar de caumont, duc de la force",noble_right,"jacques nompar de caumont, duke of la force"
museum_left,museum of science and history,museum_right,museum of nature & science
railwayline_left,fr5 (lazio regional railways),railwayline_right,fl4 (lazio regional railways)
monarch_left,mohammed khodabanda,monarch_right,mohammad khodabanda
legislature_left,antrim and newtownabbey district council,legislature_right,antrim and newtownabbey borough council
sportfacility_left,estadio carlos salazar hijo,sportfacility_right,estadio luis \
award_left,tvynovelas award for best young lead actor,award_right,tvynovelas award for best actor
galaxy_left,ngc 3593,galaxy_right,ngc 5562
country_left,zhou dynasty,country_right,yuan dynasty
givenname_left,kaylee,givenname_right,katherine
clericaladministrativeregion_left,"roman catholic diocese of hamilton, ontario",clericaladministrativeregion_right,anglican diocese of ontario
nationalfootballleagueseason_left,1899 latrobe athletic association season,nationalfootballleagueseason_right,1912 canton professionals season
song_left,don't cha stop,song_right,can't stop won't stop (usher song)
motorsportseason_left,1997 international sports racing series season,motorsportseason_right,1997 international sports racing series
sportsleague_left,rugby league conference,sportsleague_right,rugby league conference east division
noble_left,"hugh iv, duke of burgundy",noble_right,"hugh, count of burgundy"
ethnicgroup_left,albanian canadian,ethnicgroup_right,albanian canadians
politicalparty_left,people's mujahedin of iran,politicalparty_right,mojahedin of the islamic revolution of iran organization
ethnicgroup_left,cuicatec people,ethnicgroup_right,cuitlatec people
galaxy_left,ngc 5662,galaxy_right,ngc 5562
artwork_left,"statue of george v, westminster",artwork_right,"statue of margaret thatcher, palace of westminster"
tennistournament_left,2012 aegon championships,tennistournament_right,2012 aegon championships
basketballteam_left,torpan pojat,basketballteam_right,bc torpan pojat
tennistournament_left,1997 bell challenge,tennistournament_right,1996 challenge bell
award_left,bafta film award for newcomer to leading film roles,award_right,bafta award for most promising newcomer to leading film roles
artificialsatellite_left,seasat,artificialsatellite_right,seasat
footballmatch_left,1989 dfb-supercup,footballmatch_right,1988 dfb-pokal final
device_left,springfield model 1875,device_right,springfield model 1884
device_left,unattended ground sensors,device_right,unattended ground sensor
soccerleague_left,anguillan league,soccerleague_right,anguillian league
device_left,reffye 75 mm cannon,device_right,reffye 85mm cannon
device_left,zastava m84,device_right,zastava m77 b1
